CD_MEDICAMENT;NOM_MEDICAMENT;CONDIT_MEDICAMENT;CATG_MEDICAMENT;MARQUE_FABRI
1410;Medicament1410;Cond7;CategoryMed46;MarqueMed8
1411;Medicament1411;Cond5;CategoryMed2;MarqueMed12
1412;Medicament1412;Cond7;CategoryMed50;MarqueMed14
1413;Medicament1413;Cond11;CategoryMed28;MarqueMed20
1414;Medicament1414;Cond4;CategoryMed33;MarqueMed23
1415;Medicament1415;Cond6;CategoryMed35;MarqueMed20
1416;Medicament1416;Cond13;CategoryMed16;MarqueMed20
1417;Medicament1417;Cond1;CategoryMed38;MarqueMed15
1418;Medicament1418;Cond11;CategoryMed30;MarqueMed22
1419;Medicament1419;Cond9;CategoryMed13;MarqueMed11
1420;Medicament1420;Cond12;CategoryMed37;MarqueMed4
1421;Medicament1421;Cond8;CategoryMed40;MarqueMed10
1422;Medicament1422;Cond8;CategoryMed18;MarqueMed18
1423;Medicament1423;Cond4;CategoryMed46;MarqueMed16
1424;Medicament1424;Cond9;CategoryMed6;MarqueMed2
1425;Medicament1425;Cond13;CategoryMed2;MarqueMed5
1426;Medicament1426;Cond12;CategoryMed38;MarqueMed9
1427;Medicament1427;Cond4;CategoryMed45;MarqueMed23
1428;Medicament1428;Cond11;CategoryMed14;MarqueMed15
1429;Medicament1429;Cond10;CategoryMed32;MarqueMed1
1430;Medicament1430;Cond4;CategoryMed36;MarqueMed20
1431;Medicament1431;Cond12;CategoryMed5;MarqueMed19
1432;Medicament1432;Cond11;CategoryMed28;MarqueMed21
1433;Medicament1433;Cond2;CategoryMed9;MarqueMed1
1434;Medicament1434;Cond13;CategoryMed17;MarqueMed2
1435;Medicament1435;Cond4;CategoryMed44;MarqueMed8
1436;Medicament1436;Cond5;CategoryMed42;MarqueMed17
1437;Medicament1437;Cond12;CategoryMed22;MarqueMed20
1438;Medicament1438;Cond2;CategoryMed11;MarqueMed21
1439;Medicament1439;Cond8;CategoryMed38;MarqueMed5
1440;Medicament1440;Cond10;CategoryMed16;MarqueMed21
1441;Medicament1441;Cond12;CategoryMed45;MarqueMed19
1442;Medicament1442;Cond5;CategoryMed10;MarqueMed19
1443;Medicament1443;Cond3;CategoryMed14;MarqueMed12
1444;Medicament1444;Cond7;CategoryMed28;MarqueMed3
1445;Medicament1445;Cond6;CategoryMed25;MarqueMed3
1446;Medicament1446;Cond7;CategoryMed12;MarqueMed6
1447;Medicament1447;Cond10;CategoryMed33;MarqueMed8
1448;Medicament1448;Cond3;CategoryMed1;MarqueMed7
1449;Medicament1449;Cond11;CategoryMed31;MarqueMed3
1450;Medicament1450;Cond5;CategoryMed37;MarqueMed14
1451;Medicament1451;Cond4;CategoryMed17;MarqueMed8
1452;Medicament1452;Cond7;CategoryMed46;MarqueMed9
1453;Medicament1453;Cond8;CategoryMed30;MarqueMed7
1454;Medicament1454;Cond12;CategoryMed20;MarqueMed4
1455;Medicament1455;Cond5;CategoryMed6;MarqueMed15
1456;Medicament1456;Cond3;CategoryMed22;MarqueMed14
1457;Medicament1457;Cond12;CategoryMed1;MarqueMed18
1458;Medicament1458;Cond11;CategoryMed16;MarqueMed18
1459;Medicament1459;Cond9;CategoryMed48;MarqueMed11
1460;Medicament1460;Cond6;CategoryMed36;MarqueMed20
1461;Medicament1461;Cond12;CategoryMed1;MarqueMed1
1462;Medicament1462;Cond10;CategoryMed20;MarqueMed17
1463;Medicament1463;Cond6;CategoryMed46;MarqueMed15
1464;Medicament1464;Cond5;CategoryMed48;MarqueMed14
1465;Medicament1465;Cond4;CategoryMed2;MarqueMed3
1466;Medicament1466;Cond8;CategoryMed29;MarqueMed23
1467;Medicament1467;Cond13;CategoryMed36;MarqueMed8
1468;Medicament1468;Cond12;CategoryMed4;MarqueMed7
1469;Medicament1469;Cond11;CategoryMed20;MarqueMed2
1470;Medicament1470;Cond1;CategoryMed7;MarqueMed21
1471;Medicament1471;Cond1;CategoryMed21;MarqueMed4
1472;Medicament1472;Cond3;CategoryMed50;MarqueMed20
1473;Medicament1473;Cond12;CategoryMed26;MarqueMed5
1474;Medicament1474;Cond12;CategoryMed32;MarqueMed5
1475;Medicament1475;Cond12;CategoryMed2;MarqueMed9
1476;Medicament1476;Cond1;CategoryMed22;MarqueMed1
1477;Medicament1477;Cond1;CategoryMed31;MarqueMed3
1478;Medicament1478;Cond8;CategoryMed26;MarqueMed8
1479;Medicament1479;Cond1;CategoryMed37;MarqueMed6
1480;Medicament1480;Cond1;CategoryMed49;MarqueMed1
1481;Medicament1481;Cond10;CategoryMed30;MarqueMed6
1482;Medicament1482;Cond1;CategoryMed18;MarqueMed17
1483;Medicament1483;Cond1;CategoryMed9;MarqueMed2
1484;Medicament1484;Cond13;CategoryMed47;MarqueMed5
1485;Medicament1485;Cond7;CategoryMed12;MarqueMed23
1486;Medicament1486;Cond5;CategoryMed15;MarqueMed22
1487;Medicament1487;Cond4;CategoryMed32;MarqueMed6
1488;Medicament1488;Cond3;CategoryMed25;MarqueMed22
1489;Medicament1489;Cond1;CategoryMed49;MarqueMed12
1490;Medicament1490;Cond12;CategoryMed2;MarqueMed11
1491;Medicament1491;Cond13;CategoryMed30;MarqueMed10
1492;Medicament1492;Cond4;CategoryMed3;MarqueMed17
1493;Medicament1493;Cond1;CategoryMed33;MarqueMed10
1494;Medicament1494;Cond3;CategoryMed43;MarqueMed15
1495;Medicament1495;Cond1;CategoryMed24;MarqueMed14
1496;Medicament1496;Cond13;CategoryMed14;MarqueMed14
1497;Medicament1497;Cond10;CategoryMed5;MarqueMed8
1498;Medicament1498;Cond6;CategoryMed46;MarqueMed23
1499;Medicament1499;Cond10;CategoryMed17;MarqueMed12
1500;Medicament1500;Cond13;CategoryMed20;MarqueMed1
1501;Medicament1501;Cond6;CategoryMed43;MarqueMed15
1502;Medicament1502;Cond11;CategoryMed14;MarqueMed19
1503;Medicament1503;Cond10;CategoryMed21;MarqueMed9
1504;Medicament1504;Cond3;CategoryMed45;MarqueMed23
1505;Medicament1505;Cond12;CategoryMed31;MarqueMed4
1506;Medicament1506;Cond2;CategoryMed40;MarqueMed5
1507;Medicament1507;Cond4;CategoryMed17;MarqueMed16
1508;Medicament1508;Cond10;CategoryMed11;MarqueMed7
1509;Medicament1509;Cond5;CategoryMed26;MarqueMed2
1510;Medicament1510;Cond5;CategoryMed18;MarqueMed22
1511;Medicament1511;Cond4;CategoryMed28;MarqueMed4
1512;Medicament1512;Cond10;CategoryMed7;MarqueMed9
1513;Medicament1513;Cond1;CategoryMed21;MarqueMed2
1514;Medicament1514;Cond5;CategoryMed34;MarqueMed13
1515;Medicament1515;Cond10;CategoryMed13;MarqueMed10
1516;Medicament1516;Cond7;CategoryMed3;MarqueMed1
1517;Medicament1517;Cond1;CategoryMed27;MarqueMed4
1518;Medicament1518;Cond12;CategoryMed4;MarqueMed23
1519;Medicament1519;Cond1;CategoryMed20;MarqueMed20
1520;Medicament1520;Cond11;CategoryMed21;MarqueMed18
1521;Medicament1521;Cond11;CategoryMed35;MarqueMed14
1522;Medicament1522;Cond4;CategoryMed16;MarqueMed7
1523;Medicament1523;Cond13;CategoryMed44;MarqueMed13
1524;Medicament1524;Cond1;CategoryMed16;MarqueMed9
1525;Medicament1525;Cond3;CategoryMed44;MarqueMed11
1526;Medicament1526;Cond7;CategoryMed18;MarqueMed11
1527;Medicament1527;Cond10;CategoryMed44;MarqueMed14
1528;Medicament1528;Cond10;CategoryMed16;MarqueMed5
1529;Medicament1529;Cond10;CategoryMed40;MarqueMed23
1530;Medicament1530;Cond11;CategoryMed42;MarqueMed4
1531;Medicament1531;Cond3;CategoryMed34;MarqueMed16
1532;Medicament1532;Cond1;CategoryMed9;MarqueMed20
1533;Medicament1533;Cond12;CategoryMed5;MarqueMed21
1534;Medicament1534;Cond8;CategoryMed3;MarqueMed3
1535;Medicament1535;Cond12;CategoryMed10;MarqueMed21
1536;Medicament1536;Cond5;CategoryMed33;MarqueMed5
1537;Medicament1537;Cond5;CategoryMed18;MarqueMed1
1538;Medicament1538;Cond4;CategoryMed42;MarqueMed9
1539;Medicament1539;Cond5;CategoryMed22;MarqueMed11
1540;Medicament1540;Cond11;CategoryMed38;MarqueMed13
1541;Medicament1541;Cond1;CategoryMed2;MarqueMed11
1542;Medicament1542;Cond13;CategoryMed19;MarqueMed15
1543;Medicament1543;Cond1;CategoryMed1;MarqueMed4
1544;Medicament1544;Cond5;CategoryMed48;MarqueMed14
1545;Medicament1545;Cond3;CategoryMed15;MarqueMed3
1546;Medicament1546;Cond9;CategoryMed26;MarqueMed5
1547;Medicament1547;Cond2;CategoryMed39;MarqueMed22
1548;Medicament1548;Cond11;CategoryMed49;MarqueMed12
1549;Medicament1549;Cond7;CategoryMed26;MarqueMed15
1550;Medicament1550;Cond3;CategoryMed12;MarqueMed19
1551;Medicament1551;Cond6;CategoryMed11;MarqueMed12
1552;Medicament1552;Cond3;CategoryMed2;MarqueMed21
1553;Medicament1553;Cond5;CategoryMed35;MarqueMed14
1554;Medicament1554;Cond2;CategoryMed24;MarqueMed22
1555;Medicament1555;Cond12;CategoryMed8;MarqueMed14
1556;Medicament1556;Cond5;CategoryMed14;MarqueMed11
1557;Medicament1557;Cond5;CategoryMed12;MarqueMed4
1558;Medicament1558;Cond4;CategoryMed15;MarqueMed11
1559;Medicament1559;Cond8;CategoryMed33;MarqueMed19
1560;Medicament1560;Cond12;CategoryMed1;MarqueMed6
1561;Medicament1561;Cond4;CategoryMed21;MarqueMed9
1562;Medicament1562;Cond11;CategoryMed49;MarqueMed3
1563;Medicament1563;Cond11;CategoryMed12;MarqueMed7
1564;Medicament1564;Cond7;CategoryMed22;MarqueMed21
1565;Medicament1565;Cond2;CategoryMed18;MarqueMed9
1566;Medicament1566;Cond2;CategoryMed12;MarqueMed3
1567;Medicament1567;Cond4;CategoryMed32;MarqueMed9
1568;Medicament1568;Cond10;CategoryMed4;MarqueMed9
1569;Medicament1569;Cond9;CategoryMed6;MarqueMed19
1570;Medicament1570;Cond1;CategoryMed37;MarqueMed15
1571;Medicament1571;Cond3;CategoryMed7;MarqueMed11
1572;Medicament1572;Cond11;CategoryMed30;MarqueMed2
1573;Medicament1573;Cond1;CategoryMed47;MarqueMed22
1574;Medicament1574;Cond8;CategoryMed37;MarqueMed1
1575;Medicament1575;Cond3;CategoryMed37;MarqueMed4
1576;Medicament1576;Cond12;CategoryMed3;MarqueMed12
1577;Medicament1577;Cond2;CategoryMed13;MarqueMed14
1578;Medicament1578;Cond8;CategoryMed31;MarqueMed18
1579;Medicament1579;Cond11;CategoryMed4;MarqueMed16
1580;Medicament1580;Cond10;CategoryMed34;MarqueMed14
1581;Medicament1581;Cond3;CategoryMed43;MarqueMed14
1582;Medicament1582;Cond1;CategoryMed30;MarqueMed6
1583;Medicament1583;Cond5;CategoryMed42;MarqueMed14
1584;Medicament1584;Cond11;CategoryMed38;MarqueMed14
1585;Medicament1585;Cond12;CategoryMed30;MarqueMed2
1586;Medicament1586;Cond3;CategoryMed21;MarqueMed18
1587;Medicament1587;Cond3;CategoryMed15;MarqueMed3
1588;Medicament1588;Cond13;CategoryMed17;MarqueMed4
1589;Medicament1589;Cond1;CategoryMed17;MarqueMed13
1590;Medicament1590;Cond5;CategoryMed14;MarqueMed18
1591;Medicament1591;Cond6;CategoryMed13;MarqueMed12
1592;Medicament1592;Cond7;CategoryMed17;MarqueMed5
1593;Medicament1593;Cond7;CategoryMed43;MarqueMed3
1594;Medicament1594;Cond13;CategoryMed43;MarqueMed19
1595;Medicament1595;Cond3;CategoryMed37;MarqueMed5
1596;Medicament1596;Cond3;CategoryMed50;MarqueMed21
1597;Medicament1597;Cond10;CategoryMed48;MarqueMed5
1598;Medicament1598;Cond1;CategoryMed26;MarqueMed9
1599;Medicament1599;Cond9;CategoryMed17;MarqueMed13
1600;Medicament1600;Cond4;CategoryMed16;MarqueMed5
1601;Medicament1601;Cond8;CategoryMed41;MarqueMed5
1602;Medicament1602;Cond9;CategoryMed18;MarqueMed15
1603;Medicament1603;Cond12;CategoryMed23;MarqueMed7
1604;Medicament1604;Cond8;CategoryMed35;MarqueMed4
1605;Medicament1605;Cond12;CategoryMed50;MarqueMed19
1606;Medicament1606;Cond5;CategoryMed50;MarqueMed18
1607;Medicament1607;Cond10;CategoryMed29;MarqueMed9
1608;Medicament1608;Cond2;CategoryMed7;MarqueMed5
1609;Medicament1609;Cond3;CategoryMed15;MarqueMed20
1610;Medicament1610;Cond9;CategoryMed40;MarqueMed4
1611;Medicament1611;Cond13;CategoryMed7;MarqueMed16
1612;Medicament1612;Cond10;CategoryMed33;MarqueMed15
1613;Medicament1613;Cond8;CategoryMed47;MarqueMed3
1614;Medicament1614;Cond9;CategoryMed30;MarqueMed19
1615;Medicament1615;Cond4;CategoryMed37;MarqueMed18
1616;Medicament1616;Cond12;CategoryMed9;MarqueMed18
1617;Medicament1617;Cond6;CategoryMed1;MarqueMed18
1618;Medicament1618;Cond1;CategoryMed46;MarqueMed1
1619;Medicament1619;Cond4;CategoryMed42;MarqueMed21
1620;Medicament1620;Cond4;CategoryMed46;MarqueMed13
1621;Medicament1621;Cond3;CategoryMed22;MarqueMed15
1622;Medicament1622;Cond12;CategoryMed1;MarqueMed21
1623;Medicament1623;Cond1;CategoryMed22;MarqueMed15
1624;Medicament1624;Cond8;CategoryMed46;MarqueMed23
1625;Medicament1625;Cond6;CategoryMed28;MarqueMed18
1626;Medicament1626;Cond7;CategoryMed47;MarqueMed7
1627;Medicament1627;Cond2;CategoryMed15;MarqueMed1
1628;Medicament1628;Cond3;CategoryMed7;MarqueMed6
1629;Medicament1629;Cond2;CategoryMed31;MarqueMed10
1630;Medicament1630;Cond3;CategoryMed37;MarqueMed19
1631;Medicament1631;Cond6;CategoryMed45;MarqueMed4
1632;Medicament1632;Cond12;CategoryMed25;MarqueMed2
1633;Medicament1633;Cond13;CategoryMed39;MarqueMed17
1634;Medicament1634;Cond10;CategoryMed36;MarqueMed9
1635;Medicament1635;Cond5;CategoryMed39;MarqueMed10
1636;Medicament1636;Cond10;CategoryMed13;MarqueMed18
1637;Medicament1637;Cond4;CategoryMed41;MarqueMed3
1638;Medicament1638;Cond2;CategoryMed38;MarqueMed4
1639;Medicament1639;Cond7;CategoryMed39;MarqueMed5
1640;Medicament1640;Cond9;CategoryMed39;MarqueMed8
1641;Medicament1641;Cond8;CategoryMed32;MarqueMed8
1642;Medicament1642;Cond11;CategoryMed38;MarqueMed2
1643;Medicament1643;Cond4;CategoryMed20;MarqueMed8
1644;Medicament1644;Cond12;CategoryMed31;MarqueMed9
1645;Medicament1645;Cond6;CategoryMed33;MarqueMed7
1646;Medicament1646;Cond8;CategoryMed50;MarqueMed9
1647;Medicament1647;Cond9;CategoryMed30;MarqueMed9
1648;Medicament1648;Cond2;CategoryMed10;MarqueMed18
1649;Medicament1649;Cond4;CategoryMed32;MarqueMed19
1650;Medicament1650;Cond11;CategoryMed11;MarqueMed8
1651;Medicament1651;Cond8;CategoryMed45;MarqueMed8
1652;Medicament1652;Cond13;CategoryMed29;MarqueMed8
1653;Medicament1653;Cond4;CategoryMed23;MarqueMed6
1654;Medicament1654;Cond7;CategoryMed47;MarqueMed1
1655;Medicament1655;Cond1;CategoryMed3;MarqueMed17
1656;Medicament1656;Cond1;CategoryMed23;MarqueMed7
1657;Medicament1657;Cond7;CategoryMed12;MarqueMed22
1658;Medicament1658;Cond3;CategoryMed49;MarqueMed17
1659;Medicament1659;Cond4;CategoryMed37;MarqueMed10
1660;Medicament1660;Cond10;CategoryMed33;MarqueMed14
1661;Medicament1661;Cond8;CategoryMed50;MarqueMed21
1662;Medicament1662;Cond9;CategoryMed23;MarqueMed22
1663;Medicament1663;Cond8;CategoryMed24;MarqueMed15
1664;Medicament1664;Cond12;CategoryMed31;MarqueMed7
1665;Medicament1665;Cond3;CategoryMed48;MarqueMed12
1666;Medicament1666;Cond5;CategoryMed27;MarqueMed12
1667;Medicament1667;Cond4;CategoryMed41;MarqueMed17
1668;Medicament1668;Cond3;CategoryMed26;MarqueMed20
1669;Medicament1669;Cond5;CategoryMed4;MarqueMed14
1670;Medicament1670;Cond7;CategoryMed33;MarqueMed13
1671;Medicament1671;Cond5;CategoryMed16;MarqueMed5
1672;Medicament1672;Cond6;CategoryMed12;MarqueMed18
1673;Medicament1673;Cond12;CategoryMed32;MarqueMed5
1674;Medicament1674;Cond10;CategoryMed3;MarqueMed15
1675;Medicament1675;Cond9;CategoryMed17;MarqueMed16
1676;Medicament1676;Cond2;CategoryMed49;MarqueMed2
1677;Medicament1677;Cond11;CategoryMed45;MarqueMed16
1678;Medicament1678;Cond9;CategoryMed5;MarqueMed10
1679;Medicament1679;Cond10;CategoryMed37;MarqueMed22
1680;Medicament1680;Cond7;CategoryMed41;MarqueMed22
1681;Medicament1681;Cond1;CategoryMed26;MarqueMed18
1682;Medicament1682;Cond3;CategoryMed41;MarqueMed21
1683;Medicament1683;Cond4;CategoryMed22;MarqueMed20
1684;Medicament1684;Cond8;CategoryMed13;MarqueMed23
1685;Medicament1685;Cond9;CategoryMed10;MarqueMed4
1686;Medicament1686;Cond10;CategoryMed23;MarqueMed1
1687;Medicament1687;Cond5;CategoryMed11;MarqueMed23
1688;Medicament1688;Cond9;CategoryMed17;MarqueMed13
1689;Medicament1689;Cond6;CategoryMed33;MarqueMed1
1690;Medicament1690;Cond6;CategoryMed9;MarqueMed12
1691;Medicament1691;Cond7;CategoryMed33;MarqueMed23
1692;Medicament1692;Cond5;CategoryMed38;MarqueMed10
1693;Medicament1693;Cond8;CategoryMed3;MarqueMed7
1694;Medicament1694;Cond8;CategoryMed20;MarqueMed6
1695;Medicament1695;Cond4;CategoryMed26;MarqueMed2
1696;Medicament1696;Cond13;CategoryMed28;MarqueMed15
1697;Medicament1697;Cond12;CategoryMed2;MarqueMed21
1698;Medicament1698;Cond8;CategoryMed29;MarqueMed10
1699;Medicament1699;Cond9;CategoryMed8;MarqueMed22
1700;Medicament1700;Cond2;CategoryMed13;MarqueMed15
1701;Medicament1701;Cond3;CategoryMed17;MarqueMed4
1702;Medicament1702;Cond3;CategoryMed36;MarqueMed21
1703;Medicament1703;Cond8;CategoryMed17;MarqueMed19
1704;Medicament1704;Cond11;CategoryMed22;MarqueMed1
1705;Medicament1705;Cond8;CategoryMed26;MarqueMed9
1706;Medicament1706;Cond8;CategoryMed40;MarqueMed13
1707;Medicament1707;Cond9;CategoryMed31;MarqueMed17
1708;Medicament1708;Cond11;CategoryMed22;MarqueMed16
1709;Medicament1709;Cond5;CategoryMed40;MarqueMed1
1710;Medicament1710;Cond3;CategoryMed46;MarqueMed7
1711;Medicament1711;Cond1;CategoryMed21;MarqueMed12
1712;Medicament1712;Cond13;CategoryMed22;MarqueMed12
1713;Medicament1713;Cond8;CategoryMed35;MarqueMed4
1714;Medicament1714;Cond13;CategoryMed45;MarqueMed1
1715;Medicament1715;Cond4;CategoryMed7;MarqueMed22
1716;Medicament1716;Cond2;CategoryMed19;MarqueMed6
1717;Medicament1717;Cond12;CategoryMed36;MarqueMed1
1718;Medicament1718;Cond8;CategoryMed8;MarqueMed7
1719;Medicament1719;Cond6;CategoryMed1;MarqueMed9
1720;Medicament1720;Cond7;CategoryMed27;MarqueMed15
1721;Medicament1721;Cond5;CategoryMed9;MarqueMed1
1722;Medicament1722;Cond4;CategoryMed29;MarqueMed14
1723;Medicament1723;Cond6;CategoryMed14;MarqueMed9
1724;Medicament1724;Cond4;CategoryMed49;MarqueMed22
1725;Medicament1725;Cond7;CategoryMed28;MarqueMed11
1726;Medicament1726;Cond11;CategoryMed12;MarqueMed5
1727;Medicament1727;Cond8;CategoryMed10;MarqueMed5
1728;Medicament1728;Cond6;CategoryMed19;MarqueMed19
1729;Medicament1729;Cond12;CategoryMed34;MarqueMed11
1730;Medicament1730;Cond1;CategoryMed34;MarqueMed8
1731;Medicament1731;Cond6;CategoryMed44;MarqueMed10
1732;Medicament1732;Cond8;CategoryMed37;MarqueMed1
1733;Medicament1733;Cond4;CategoryMed14;MarqueMed13
1734;Medicament1734;Cond11;CategoryMed3;MarqueMed22
1735;Medicament1735;Cond11;CategoryMed20;MarqueMed11
1736;Medicament1736;Cond4;CategoryMed35;MarqueMed11
1737;Medicament1737;Cond12;CategoryMed25;MarqueMed12
1738;Medicament1738;Cond1;CategoryMed8;MarqueMed6
1739;Medicament1739;Cond1;CategoryMed16;MarqueMed15
1740;Medicament1740;Cond7;CategoryMed9;MarqueMed21
1741;Medicament1741;Cond8;CategoryMed15;MarqueMed21
1742;Medicament1742;Cond8;CategoryMed27;MarqueMed13
1743;Medicament1743;Cond12;CategoryMed15;MarqueMed19
1744;Medicament1744;Cond12;CategoryMed50;MarqueMed13
1745;Medicament1745;Cond11;CategoryMed33;MarqueMed15
1746;Medicament1746;Cond13;CategoryMed24;MarqueMed16
1747;Medicament1747;Cond2;CategoryMed6;MarqueMed5
1748;Medicament1748;Cond4;CategoryMed6;MarqueMed12
1749;Medicament1749;Cond8;CategoryMed13;MarqueMed22
1750;Medicament1750;Cond10;CategoryMed50;MarqueMed20
1751;Medicament1751;Cond8;CategoryMed3;MarqueMed20
1752;Medicament1752;Cond8;CategoryMed32;MarqueMed22
1753;Medicament1753;Cond11;CategoryMed25;MarqueMed16
1754;Medicament1754;Cond10;CategoryMed13;MarqueMed7
1755;Medicament1755;Cond2;CategoryMed45;MarqueMed15
1756;Medicament1756;Cond6;CategoryMed36;MarqueMed15
1757;Medicament1757;Cond8;CategoryMed2;MarqueMed7
1758;Medicament1758;Cond13;CategoryMed4;MarqueMed23
1759;Medicament1759;Cond6;CategoryMed32;MarqueMed17
1760;Medicament1760;Cond6;CategoryMed22;MarqueMed17
1761;Medicament1761;Cond9;CategoryMed39;MarqueMed13
1762;Medicament1762;Cond8;CategoryMed9;MarqueMed8
1763;Medicament1763;Cond4;CategoryMed15;MarqueMed17
1764;Medicament1764;Cond9;CategoryMed30;MarqueMed6
1765;Medicament1765;Cond3;CategoryMed29;MarqueMed6
1766;Medicament1766;Cond2;CategoryMed39;MarqueMed9
1767;Medicament1767;Cond5;CategoryMed28;MarqueMed9
1768;Medicament1768;Cond12;CategoryMed46;MarqueMed17
1769;Medicament1769;Cond7;CategoryMed44;MarqueMed7
1770;Medicament1770;Cond3;CategoryMed1;MarqueMed15
1771;Medicament1771;Cond5;CategoryMed33;MarqueMed10
1772;Medicament1772;Cond6;CategoryMed10;MarqueMed23
1773;Medicament1773;Cond4;CategoryMed1;MarqueMed6
1774;Medicament1774;Cond7;CategoryMed19;MarqueMed22
1775;Medicament1775;Cond3;CategoryMed7;MarqueMed6
1776;Medicament1776;Cond9;CategoryMed34;MarqueMed9
1777;Medicament1777;Cond7;CategoryMed14;MarqueMed22
1778;Medicament1778;Cond12;CategoryMed15;MarqueMed12
1779;Medicament1779;Cond2;CategoryMed5;MarqueMed5
1780;Medicament1780;Cond13;CategoryMed17;MarqueMed10
1781;Medicament1781;Cond4;CategoryMed40;MarqueMed17
1782;Medicament1782;Cond5;CategoryMed26;MarqueMed15
1783;Medicament1783;Cond4;CategoryMed24;MarqueMed19
1784;Medicament1784;Cond11;CategoryMed28;MarqueMed13
1785;Medicament1785;Cond9;CategoryMed7;MarqueMed14
1786;Medicament1786;Cond9;CategoryMed24;MarqueMed21
1787;Medicament1787;Cond5;CategoryMed1;MarqueMed14
1788;Medicament1788;Cond3;CategoryMed26;MarqueMed9
1789;Medicament1789;Cond4;CategoryMed4;MarqueMed3
1790;Medicament1790;Cond1;CategoryMed40;MarqueMed18
1791;Medicament1791;Cond7;CategoryMed18;MarqueMed15
1792;Medicament1792;Cond2;CategoryMed48;MarqueMed6
1793;Medicament1793;Cond7;CategoryMed12;MarqueMed23
1794;Medicament1794;Cond3;CategoryMed33;MarqueMed11
1795;Medicament1795;Cond4;CategoryMed31;MarqueMed18
1796;Medicament1796;Cond5;CategoryMed10;MarqueMed21
1797;Medicament1797;Cond9;CategoryMed30;MarqueMed20
1798;Medicament1798;Cond13;CategoryMed28;MarqueMed2
1799;Medicament1799;Cond12;CategoryMed34;MarqueMed16
1800;Medicament1800;Cond2;CategoryMed30;MarqueMed6
1801;Medicament1801;Cond7;CategoryMed36;MarqueMed7
1802;Medicament1802;Cond9;CategoryMed43;MarqueMed16
1803;Medicament1803;Cond9;CategoryMed48;MarqueMed2
1804;Medicament1804;Cond4;CategoryMed21;MarqueMed18
1805;Medicament1805;Cond7;CategoryMed9;MarqueMed5
1806;Medicament1806;Cond13;CategoryMed34;MarqueMed18
1807;Medicament1807;Cond5;CategoryMed10;MarqueMed16
1808;Medicament1808;Cond5;CategoryMed35;MarqueMed21
1809;Medicament1809;Cond2;CategoryMed29;MarqueMed7
1810;Medicament1810;Cond9;CategoryMed20;MarqueMed17
1811;Medicament1811;Cond10;CategoryMed12;MarqueMed15
1812;Medicament1812;Cond2;CategoryMed29;MarqueMed7
1813;Medicament1813;Cond12;CategoryMed13;MarqueMed1
1814;Medicament1814;Cond6;CategoryMed42;MarqueMed3
1815;Medicament1815;Cond2;CategoryMed23;MarqueMed16
1816;Medicament1816;Cond10;CategoryMed16;MarqueMed14
1817;Medicament1817;Cond12;CategoryMed25;MarqueMed22
1818;Medicament1818;Cond3;CategoryMed44;MarqueMed13
1819;Medicament1819;Cond2;CategoryMed4;MarqueMed20
1820;Medicament1820;Cond13;CategoryMed31;MarqueMed5
1821;Medicament1821;Cond10;CategoryMed3;MarqueMed10
1822;Medicament1822;Cond8;CategoryMed14;MarqueMed12
1823;Medicament1823;Cond11;CategoryMed17;MarqueMed18
1824;Medicament1824;Cond8;CategoryMed14;MarqueMed17
1825;Medicament1825;Cond3;CategoryMed44;MarqueMed17
1826;Medicament1826;Cond10;CategoryMed15;MarqueMed19
1827;Medicament1827;Cond7;CategoryMed38;MarqueMed19
1828;Medicament1828;Cond7;CategoryMed48;MarqueMed19
1829;Medicament1829;Cond7;CategoryMed19;MarqueMed17
1830;Medicament1830;Cond3;CategoryMed24;MarqueMed4
1831;Medicament1831;Cond5;CategoryMed18;MarqueMed15
1832;Medicament1832;Cond11;CategoryMed1;MarqueMed8
1833;Medicament1833;Cond13;CategoryMed47;MarqueMed13
1834;Medicament1834;Cond8;CategoryMed7;MarqueMed18
1835;Medicament1835;Cond5;CategoryMed27;MarqueMed9
1836;Medicament1836;Cond7;CategoryMed16;MarqueMed11
1837;Medicament1837;Cond10;CategoryMed33;MarqueMed1
1838;Medicament1838;Cond2;CategoryMed33;MarqueMed9
1839;Medicament1839;Cond2;CategoryMed18;MarqueMed10
1840;Medicament1840;Cond7;CategoryMed35;MarqueMed17
1841;Medicament1841;Cond11;CategoryMed18;MarqueMed20
1842;Medicament1842;Cond10;CategoryMed35;MarqueMed12
1843;Medicament1843;Cond5;CategoryMed33;MarqueMed19
1844;Medicament1844;Cond9;CategoryMed32;MarqueMed9
1845;Medicament1845;Cond3;CategoryMed12;MarqueMed15
1846;Medicament1846;Cond3;CategoryMed20;MarqueMed22
1847;Medicament1847;Cond1;CategoryMed32;MarqueMed22
1848;Medicament1848;Cond7;CategoryMed43;MarqueMed16
1849;Medicament1849;Cond11;CategoryMed38;MarqueMed3
1850;Medicament1850;Cond4;CategoryMed30;MarqueMed20
1851;Medicament1851;Cond5;CategoryMed7;MarqueMed21
1852;Medicament1852;Cond3;CategoryMed46;MarqueMed14
1853;Medicament1853;Cond1;CategoryMed37;MarqueMed4
1854;Medicament1854;Cond2;CategoryMed6;MarqueMed11
1855;Medicament1855;Cond3;CategoryMed12;MarqueMed23
1856;Medicament1856;Cond6;CategoryMed34;MarqueMed6
1857;Medicament1857;Cond8;CategoryMed49;MarqueMed11
1858;Medicament1858;Cond9;CategoryMed40;MarqueMed21
